source;source_entry;date_day;date_month;date_year;actor_id;actor_first_name;actor_surname;status;phase;role
BRGA818;561626;5;6;1626;2915;Lucas;De Kemp;tutor;start;glazier
BRGA818;771646;7;7;1646;2915;Lucas;De Kemp;tutor;former;glazier
BRGA818;7121647B;7;12;1647;2915;Lucas;De Kemp;tutor;former;glazier
BRGA818;8121639;8;12;1639;2915;Lucas;De Kemp;tutor;start;glazier
BRGA818;11121640;11;12;1640;2915;Lucas;De Kemp;tutor;start;glazier
BRGA818;13121634A;13;12;1634;2915;Lucas;De Kemp;tutor;start;glazier
BRGA818;1441633B;14;4;1633;2915;Lucas;De Kemp;tutor;start;glazier
BRGA818;2021642B;20;2;1642;2915;Lucas;De Kemp;tutor;start;glazier
BRGA818;2081615;20;8;1615;2915;Lucas;De Kemp;master's son;start;glazier
BRGA818;2851620B;28;5;1620;2915;Lucas;De Kemp;tutor;start;glazier
BRGA818;2951638;29;5;1638;2915;Lucas;De Kemp;tutor;start;glazier
BRGA818;00001633;;;1633;490;Antoon;Sallaert;dean;start;painter
BRGA818;00001646;;;1646;490;Antoon;Sallaert;dean;start;painter
BRGA818;00001647;;;1647;490;Antoon;Sallaert;dean;start;painter
BRGA818;3101631;3;10;1631;490;Antoon;Sallaert;tutor;former;painter
BRGA818;451650;4;5;1650;490;Antoon;Sallaert;tutor;start;painter
BRGA818;1421617;14;2;1617;490;Antoon;Sallaert;tutor;start;painter
BRGA818;1441606A;14;4;1606;490;Antoon;Sallaert;apprentice;start;painter
BRGA818;15121632;15;12;1632;490;Antoon;Sallaert;tutor;start;painter
BRGA818;1751621C;17;5;1621;490;Antoon;Sallaert;tutor;start;painter
BRGA818;17101613;17;10;1613;490;Antoon;Sallaert;tutor;start;painter
BRGA818;17111644;17;11;1644;490;Antoon;Sallaert;tutor;former;painter
BRGA818;2081613;20;8;1613;490;Antoon;Sallaert;master;start;painter
BRGA818;2281644D;22;8;1644;490;Antoon;Sallaert;tutor;start;painter
BRGA818;22121644;22;12;1644;490;Antoon;Sallaert;tutor;former;painter
BRGA818;2361648;23;6;1648;490;Antoon;Sallaert;tutor;former;painter
BRGA818;2571649;25;7;1649;490;Antoon;Sallaert;tutor;start;painter
BRGA818;2841629;28;4;1629;490;Antoon;Sallaert;tutor;start;painter
BRGA818;30121626;30;12;1626;490;Antoon;Sallaert;tutor;start;painter
BRGA818;3131637A;31;3;1637;490;Antoon;Sallaert;tutor;start;painter
BRGA818;00001633;;;1633;3150;Carel;Van den Steen;dean;start;glazier
BRGA818;00001639;;;1639;3150;Carel;Van den Steen;dean;start;glazier
BRGA818;531651D;5;3;1651;3150;Carel;Van den Steen;master;;glazier
BRGA818;961636C;9;6;1636;3150;Carel;Van den Steen;tutor;start;glazier
BRGA818;15111613B;15;11;1613;3150;Carel;Van den Steen;master's son;start;glazier
BRGA818;1721623A;17;2;1623;3150;Carel;Van den Steen;tutor;former;glazier
BRGA818;2191626B;21;9;1626;3150;Carel;Van den Steen;tutor;start;glazier
BRGA818;2551614;25;5;1614;3150;Carel;Van den Steen;tutor;start;glazier
BRGA818;2781613;27;8;1613;3150;Carel;Van den Steen;tutor;former;glazier
BRGA818;3041626A;30;4;1626;3150;Carel;Van den Steen;master;;glazier
BRGA818;00001636;;;1636;5786;Severyn;Diertyts;dean;start;painter
BRGA818;00001643;;;1643;5786;Severyn;Diertyts;dean;start;painter
BRGA818;00001652A;;;1652;5786;Severyn;Diertyts;dean;start;painter
BRGA818;411624;4;1;1624;5786;Severyn;Diertyts;master;start;painter
BRGA818;411624;4;1;1624;5786;Severyn;Diertyts;apprentice;former;painter
BRGA818;14101615;14;10;1615;5786;Severyn;Diertyts;apprentice;start;painter
BRGA818;2251626;22;5;1626;5786;Severyn;Diertyts;tutor;start;painter
BRGA818;00001637;;;1637;2854;Philips;Van der Elst;dean;start;painter
BRGA818;00001644;;;1644;2854;Philips;Van der Elst;dean;start;painter
BRGA818;00001645;;;1645;2854;Philips;Van der Elst;dean;start;painter
BRGA818;411647;4;1;1647;2854;Philips;Van der Elst;tutor;start;painter
BRGA818;761640;7;6;1640;2854;Philips;Van der Elst;tutor;start;painter
BRGA818;931630;9;3;1630;2854;Philips;Van der Elst;tutor;start;painter
BRGA818;1381635A;13;8;1635;2854;Philips;Van der Elst;tutor;start;painter
BRGA818;15111644;15;11;1644;2854;Philips;Van der Elst;tutor;start;painter
BRGA818;1891643B;18;9;1643;2854;Philips;Van der Elst;tutor;start;painter
BRGA818;2161640;21;6;1640;2854;Philips;Van der Elst;tutor;former;painter
BRGA818;23101625B;23;10;1625;2854;Philips;Van der Elst;master;start;painter
BRGA818;23101625B;23;10;1625;2854;Philips;Van der Elst;apprentice;former;painter
BRGA818;2471638;24;7;1638;2854;Philips;Van der Elst;tutor;start;painter
BRGA818;2551640;25;5;1640;2854;Philips;Van der Elst;tutor;former;painter
BRGA818;2911651C;29;1;1651;2854;Philips;Van der Elst;tutor;former;painter
BRGA818;3011637B;30;1;1637;2854;Philips;Van der Elst;tutor;start;painter
BRGA818;3041620;30;4;1620;2854;Philips;Van der Elst;apprentice;start;painter
BRGA818;3041629;30;4;1629;2854;Philips;Van der Elst;tutor;start;painter
BRGA818;00001640;;;1640;2786;Engel;Van den Bosch;dean;start;glazier
BRGA818;00001649;;;1649;2786;Engel;Van den Bosch;dean;start;glazier
BRGA818;00001660;;;1660;2786;Engel;Van den Bosch;dean;start;glazier
BRGA818;131651C;1;3;1651;2786;Engel;Van den Bosch;tutor;former;glazier
BRGA818;531651C;5;3;1651;2786;Engel;Van den Bosch;master;;glazier
BRGA818;961636B;9;6;1636;2786;Engel;Van den Bosch;tutor;start;glazier
BRGA818;1311639A;13;1;1639;2786;Engel;Van den Bosch;tutor;start;glazier
BRGA818;1721623A;17;2;1623;2786;Engel;Van den Bosch;master;start;glazier
BRGA818;1721623A;17;2;1623;2786;Engel;Van den Bosch;apprentice;former;glazier
BRGA818;2191626A;21;9;1626;2786;Engel;Van den Bosch;tutor;start;glazier
BRGA818;2461654G;24;6;1654;2786;Engel;Van den Bosch;tutor;start;glazier
BRGA818;2551614;25;5;1614;2786;Engel;Van den Bosch;apprentice;start;glazier
BRGA818;00001641;;;1641;6084;Peter;Coppens;dean;start;painter
BRGA818;00001642;;;1642;6084;Peter;Coppens;dean;start;painter
BRGA818;521629A;5;2;1629;6084;Peter;Coppens;tutor;start;painter
BRGA818;851603;8;5;1603;6084;Peter;Coppens;apprentice;start;painter
BRGA818;1261643C;12;6;1643;6084;Peter;Coppens;tutor;start;painter
BRGA818;1321618;13;2;1618;6084;Peter;Coppens;tutor;start;painter
BRGA818;14111632A;14;11;1632;6084;Peter;Coppens;tutor;start;painter
BRGA818;1681613;16;8;1613;6084;Peter;Coppens;tutor;start;painter
BRGA818;2181631;21;8;1631;6084;Peter;Coppens;tutor;start;painter
BRGA818;21101635;21;10;1635;6084;Peter;Coppens;dean;start;painter
BRGA818;24111623A;24;11;1623;6084;Peter;Coppens;tutor;start;painter
BRGA818;2611621;26;1;1621;6084;Peter;Coppens;tutor;start;painter
BRGA818;26111611B;26;11;1611;6084;Peter;Coppens;master;start;painter
BRGA818;3111626B;31;1;1626;6084;Peter;Coppens;tutor;start;painter
BRGA818;00001643;;;1643;6523;Willem;Van Graenenbroeck;dean;start;glazier
BRGA818;4121610;4;12;1610;6523;Willem;Van Graenenbroeck;master;start;glazier
BRGA818;4121610;4;12;1610;6523;Willem;Van Graenenbroeck;apprentice;former;glazier
BRGA818;13121611;13;12;1611;6523;Willem;Van Graenenbroeck;tutor;start;glazier
BRGA818;2071624;20;7;1624;6523;Willem;Van Graenenbroeck;tutor;start;glazier
BRGA818;3151617B;31;5;1617;6523;Willem;Van Graenenbroeck;tutor;start;glazier
BRGA818;00001643;;;1643;2976;Leo;Van Heil;dean;start;painter
BRGA818;371629;3;7;1629;2976;Leo;Van Heil;tutor;start;painter
BRGA818;581627A;5;8;1627;2976;Leo;Van Heil;master's son;start;painter
BRGA818;1211631;12;1;1631;2976;Leo;Van Heil;tutor;start;painter
BRGA818;1891643A;18;9;1643;2976;Leo;Van Heil;tutor;start;painter
BRGA818;20111646B;20;11;1646;2976;Leo;Van Heil;tutor;start;painter
BRGA818;2461654I;24;6;1654;2976;Leo;Van Heil;tutor;start;painter
BRGA818;2461656D;24;6;1656;2976;Leo;Van Heil;tutor;start;painter
BRGA818;3061648B;30;6;1648;2976;Leo;Van Heil;tutor;start;painter
BRGA818;00001644;;;1644;6161;Jan;Noveliers;dean;start;painter
BRGA818;00001645;;;1645;6161;Jan;Noveliers;dean;start;painter
BRGA818;00001650;;;1650;6161;Jan;Noveliers;dean;start;painter
BRGA818;00001651;;;1651;6161;Jan;Noveliers;dean;start;painter
BRGA818;421614D;4;2;1614;6161;Jan;Noveliers;master;start;painter
BRGA818;421614D;4;2;1614;6161;Jan;Noveliers;apprentice;former;painter
BRGA818;1071605;10;7;1605;6161;Jan;Noveliers;apprentice;start;painter
BRGA818;17121651C;17;12;1651;6161;Jan;Noveliers;dean;;painter
BRGA818;1881618;18;8;1618;6161;Jan;Noveliers;tutor;start;painter
BRGA818;21111623;21;11;1623;6161;Jan;Noveliers;tutor;start;painter
BRGA818;00001646;;;1646;2826;Antoon;Van den Bossche;dean;start;glazier
BRGA818;00001647;;;1647;2826;Antoon;Van den Bossche;dean;start;glazier
BRGA818;00001655;;;1655;2826;Antoon;Van den Bossche;dean;start;glazier
BRGA818;00001656;;;1656;2826;Antoon;Van den Bossche;dean;start;glazier
BRGA818;161613B;1;6;1613;2826;Antoon;Van den Bossche;apprentice;start;glazier
BRGA818;1071662;10;7;1662;2826;Antoon;Van den Bossche;tutor;start;glazier
BRGA818;1831640A;18;3;1640;2826;Antoon;Van den Bossche;tutor;former;glazier
BRGA818;2461655F;24;6;1655;2826;Antoon;Van den Bossche;tutor;start;glazier
BRGA818;2891670B;28;9;1670;2826;Antoon;Van den Bossche;tutor;former;glazier
BRGA818;2911651A;29;1;1651;2826;Antoon;Van den Bossche;master;;glazier
BRGA818;3011637A;30;1;1637;2826;Antoon;Van den Bossche;tutor;start;glazier
BRGA818;3081623;30;8;1623;2826;Antoon;Van den Bossche;apprentice;former;glazier
BRGA818;3081623;30;8;1623;2826;Antoon;Van den Bossche;master;start;glazier
BRGA818;00001648A;;;1648;3268;Peter [b];Van Gindertaelen;tutor;start;painter
BRGA818;00001653C;;;1653;3268;Peter [b];Van Gindertaelen;tutor;start;painter
BRGA818;00001659;;;1659;3268;Peter [b];Van Gindertaelen;dean;start;painter
BRGA818;651662;6;5;1662;3268;Peter [b];Van Gindertaelen;tutor;start;painter
BRGA818;841650;8;4;1650;3268;Peter [b];Van Gindertaelen;tutor;start;painter
BRGA818;1251660;12;5;1660;3268;Peter [b];Van Gindertaelen;tutor;start;painter
BRGA818;1811652;18;1;1652;3268;Peter [b];Van Gindertaelen;tutor;start;painter
BRGA818;2461655D;24;6;1655;3268;Peter [b];Van Gindertaelen;tutor;start;painter
BRGA818;2461656E;24;6;1656;3268;Peter [b];Van Gindertaelen;tutor;start;painter
BRGA818;2461657K;24;6;1657;3268;Peter [b];Van Gindertaelen;tutor;former;painter
BRGA818;00001648B;;;1648;512;Daniel;Van Heil;dean;start;painter
BRGA818;00001653B;;;1653;512;Daniel;Van Heil;tutor;start;painter
BRGA818;00001654;;;1654;512;Daniel;Van Heil;dean;start;painter
BRGA818;531651E;5;3;1651;512;Daniel;Van Heil;tutor;former;painter
BRGA818;581627B;5;8;1627;512;Daniel;Van Heil;master's son;start;painter
BRGA818;811657;8;1;1657;512;Daniel;Van Heil;tutor;former;painter
BRGA818;1161643;11;6;1643;512;Daniel;Van Heil;tutor;start;painter
BRGA818;1821647;18;2;1647;512;Daniel;Van Heil;tutor;former;painter
BRGA818;1851646B;18;5;1646;512;Daniel;Van Heil;tutor;start;painter
BRGA818;2041648;20;4;1648;512;Daniel;Van Heil;tutor;start;painter
BRGA818;2461660E;24;6;1660;512;Daniel;Van Heil;tutor;start;painter
BRGA818;00001648B;;;1648;2935;Jacob;Godsvriendt;dean;start;glazier
BRGA818;00001654;;;1654;2935;Jacob;Godsvriendt;dean;start;glazier
BRGA818;1371634;13;7;1634;2935;Jacob;Godsvriendt;apprentice;former;glazier
BRGA818;1371634;13;7;1634;2935;Jacob;Godsvriendt;master;start;glazier
BRGA818;14101625A;14;10;1625;2935;Jacob;Godsvriendt;apprentice;start;glazier
BRGA818;1721642B;17;2;1642;2935;Jacob;Godsvriendt;tutor;start;glazier
BRGA818;2491637;24;9;1637;2935;Jacob;Godsvriendt;tutor;start;glazier
BRGA818;00001649;;;1649;2932;Jan;Van Velthoven;dean;start;painter
BRGA818;161613A;1;6;1613;2932;Jan;Van Velthoven;tutor;start;painter
BRGA818;181622;1;8;1622;2932;Jan;Van Velthoven;tutor;start;painter
BRGA818;3111610;3;11;1610;2932;Jan;Van Velthoven;master;start;painter
BRGA818;571621;5;7;1621;2932;Jan;Van Velthoven;tutor;start;painter
BRGA818;961636A;9;6;1636;2932;Jan;Van Velthoven;tutor;start;painter
BRGA818;1261645C;12;6;1645;2932;Jan;Van Velthoven;tutor;former;painter
BRGA818;1371632;13;7;1632;2932;Jan;Van Velthoven;tutor;start;painter
BRGA818;1721642A;17;2;1642;2932;Jan;Van Velthoven;tutor;start;painter
BRGA818;1791626;17;9;1626;2932;Jan;Van Velthoven;tutor;start;painter
BRGA818;2871618;28;7;1618;2932;Jan;Van Velthoven;tutor;start;painter
BRGA818;3081650B;30;8;1650;2932;Jan;Van Velthoven;tutor;start;painter
BRGA818;30101635;30;10;1635;2932;Jan;Van Velthoven;tutor;start;painter
BRGA818;00001650;;;1650;3093;Jan;Schoreels;dean;start;glazier
BRGA818;00001651;;;1651;3093;Jan;Schoreels;dean;start;glazier
BRGA818;00001680D;;;1680;3093;Jan;Schoreels;tutor;start;glazier
BRGA818;00001680D;;;1680;3093;Jan;Schoreels;dean;;glazier
BRGA818;141649;1;4;1649;3093;Jan;Schoreels;master;start;glazier
BRGA818;12101689;12;10;1689;3093;Jan;Schoreels;tutor;start;glazier
BRGA818;17121651C;17;12;1651;3093;Jan;Schoreels;dean;;glazier
BRGA818;00001650;;;1650;3177;Michiel;Van Eeverenbroot;dean;start;painter
BRGA818;00001651;;;1651;3177;Michiel;Van Eeverenbroot;dean;start;painter
BRGA818;00001652B;;;1652;3177;Michiel;Van Eeverenbroot;tutor;start;painter
BRGA818;1751621A;17;5;1621;3177;Michiel;Van Eeverenbroot;apprentice;start;painter
BRGA818;17121651C;17;12;1651;3177;Michiel;Van Eeverenbroot;dean;;painter
BRGA818;2261628B;22;6;1628;3177;Michiel;Van Eeverenbroot;master;start;painter
BRGA818;2261628B;22;6;1628;3177;Michiel;Van Eeverenbroot;apprentice;former;painter
BRGA818;00001652A;;;1652;3021;Cornelis;Kerckjans;dean;start;painter
BRGA818;00001661A;;;1661;3021;Cornelis;Kerckjans;dean;start;painter
BRGA818;00001662;;;1662;3021;Cornelis;Kerckjans;dean;start;painter
BRGA818;10101627;10;10;1627;3021;Cornelis;Kerckjans;master;start;painter
BRGA818;10101627;10;10;1627;3021;Cornelis;Kerckjans;apprentice;former;painter
BRGA818;1131645;11;3;1645;3021;Cornelis;Kerckjans;tutor;start;painter
BRGA818;1531614A;15;3;1614;3021;Cornelis;Kerckjans;apprentice;start;painter
BRGA818;00001652A;;;1652;2906;Jan;Jacobs;dean;start;glazier
BRGA818;00001653P;;;1653;2906;Jan;Jacobs;tutor;start;glazier
BRGA818;6111653;6;11;1653;2906;Jan;Jacobs;tutor;start;glazier
BRGA818;1081653;10;8;1653;2906;Jan;Jacobs;tutor;start;glazier
BRGA818;1721642C;17;2;1642;2906;Jan;Jacobs;tutor;start;glazier
BRGA818;2461657A;24;6;1657;2906;Jan;Jacobs;tutor;start;glazier
BRGA818;2651641;26;5;1641;2906;Jan;Jacobs;master's son;start;glazier
BRGA818;00001653A;;;1653;3203;Andries;De Brauwer;apprentice;start;painter
BRGA818;00001653A;;;1653;2196;Willem;Van Schoor;tutor;start;painter
BRGA818;00001653M;;;1653;2196;Willem;Van Schoor;tutor;start;painter
BRGA818;1061676A;10;6;1676;2196;Willem;Van Schoor;tutor;start;painter
BRGA818;1281653A;12;8;1653;2196;Willem;Van Schoor;tutor;start;painter
BRGA818;1611644A;16;1;1644;2196;Willem;Van Schoor;master;start;painter
BRGA818;3131637B;31;3;1637;2196;Willem;Van Schoor;apprentice;start;painter
BRGA818;00001653B;;;1653;3205;Peter;Hellinck;apprentice;start;painter
BRGA818;00001676;;;1676;3205;Peter;Hellinck;dean;start;painter
BRGA818;00001677A;;;1677;3205;Peter;Hellinck;dean;start;painter
BRGA818;00001679A;;;1679;3205;Peter;Hellinck;dean;start;painter
BRGA818;00001680A;;;1680;3205;Peter;Hellinck;dean;start;painter
BRGA818;811657;8;1;1657;3205;Peter;Hellinck;master;start;painter
BRGA818;00001653C;;;1653;3209;Hieronymus;De Vadder;apprentice;start;painter
BRGA818;00001653D;;;1653;3213;Gerard;Meysens;apprentice;start;painter
BRGA818;2461655A;24;6;1655;3213;Gerard;Meysens;master;start;painter
BRGA818;00001653D;;;1653;5874;Jan;Meysens;tutor;former;painter
BRGA818;181637A;1;8;1637;5874;Jan;Meysens;tutor;start;painter
BRGA818;721629;7;2;1629;5874;Jan;Meysens;apprentice;start;painter
BRGA818;871639B;8;7;1639;5874;Jan;Meysens;tutor;former;painter
BRGA818;871639C;8;7;1639;5874;Jan;Meysens;tutor;start;painter
BRGA818;1271640;12;7;1640;5874;Jan;Meysens;tutor;start;painter
BRGA818;1411636;14;1;1636;5874;Jan;Meysens;tutor;start;painter
BRGA818;2221634;22;2;1634;5874;Jan;Meysens;master;start;painter
BRGA818;2221634;22;2;1634;5874;Jan;Meysens;apprentice;former;painter
BRGA818;00001653D;;;1653;2866;Peter;Meerts;tutor;start;painter
BRGA818;00001653J;;;1653;2866;Peter;Meerts;tutor;start;painter
BRGA818;671661B;6;7;1661;2866;Peter;Meerts;tutor;start;painter
BRGA818;13111646B;13;11;1646;2866;Peter;Meerts;tutor;start;painter
BRGA818;2161640;21;6;1640;2866;Peter;Meerts;master;start;painter
BRGA818;2461658D;24;6;1658;2866;Peter;Meerts;tutor;start;painter
BRGA818;2511652;25;1;1652;2866;Peter;Meerts;tutor;start;painter
BRGA818;3041629;30;4;1629;2866;Peter;Meerts;apprentice;start;painter
BRGA818;00001653E;;;1653;3222;Lucas;Viters;apprentice;start;painter
BRGA818;00001653E;;;1653;3152;Joos;Van Craesbeeck;tutor;start;painter
BRGA818;521653;5;2;1653;3152;Joos;Van Craesbeeck;tutor;start;painter
BRGA818;531651G;5;3;1651;3152;Joos;Van Craesbeeck;master;start;painter
BRGA818;531651G;5;3;1651;3152;Joos;Van Craesbeeck;apprentice;former;painter
BRGA818;1021653;10;2;1653;3152;Joos;Van Craesbeeck;tutor;start;painter
BRGA818;00001653F;;;1653;3225;Thomas;Monnorino;apprentice;start;painter
BRGA818;00001653F;;;1653;3153;Charles;Wautier;tutor;start;painter
BRGA818;00001686C;;;1686;3153;Charles;Wautier;tutor;start;painter
BRGA818;671661A;6;7;1661;3153;Charles;Wautier;tutor;start;painter
BRGA818;1431651;14;3;1651;3153;Charles;Wautier;master;start;painter
BRGA818;1481664;14;8;1664;3153;Charles;Wautier;tutor;start;painter
BRGA818;1521682A;15;2;1682;3153;Charles;Wautier;tutor;start;painter
BRGA818;1521682B;15;2;1682;3153;Charles;Wautier;tutor;start;painter
BRGA818;2461657H;24;6;1657;3153;Charles;Wautier;tutor;start;painter
BRGA818;00001653G;;;1653;3227;Ignatius;Van der Stock;apprentice;start;painter
BRGA818;1011661;10;1;1661;3227;Ignatius;Van der Stock;tutor;start;painter
BRGA818;22111665;22;11;1665;3227;Ignatius;Van der Stock;tutor;start;painter
BRGA818;2461660I;24;6;1660;3227;Ignatius;Van der Stock;master;start;painter
BRGA818;00001653G;;;1653;480;Louis;De Vadder;tutor;start;painter
BRGA818;1261643B;12;6;1643;480;Louis;De Vadder;tutor;start;painter
BRGA818;1551628B;15;5;1628;480;Louis;De Vadder;master;start;painter
BRGA818;00001653H;;;1653;3229;Louis;Reysels;apprentice;start;glazier
BRGA818;00001653H;;;1653;2825;Steven;Stekeldoore;tutor;start;glazier
BRGA818;3111643B;3;11;1643;2825;Steven;Stekeldoore;tutor;start;glazier
BRGA818;3111666;3;11;1666;2825;Steven;Stekeldoore;tutor;start;glazier
BRGA818;1831640A;18;3;1640;2825;Steven;Stekeldoore;master;start;glazier
BRGA818;1831640A;18;3;1640;2825;Steven;Stekeldoore;apprentice;former;glazier
BRGA818;2461658B;24;6;1658;2825;Steven;Stekeldoore;tutor;start;glazier
BRGA818;3011637A;30;1;1637;2825;Steven;Stekeldoore;apprentice;start;glazier
BRGA818;00001653I;;;1653;3230;Peter;La Court;apprentice;start;plate craftsman
BRGA818;00001698M;;;1698;3230;Peter;La Court;non-sworn in master;start;plate craftsman
BRGA818;00001653I;;;1653;3038;Jan Baptist;Sallaert;tutor;start;plate craftsman
BRGA818;00001653Q;;;1653;3038;Jan Baptist;Sallaert;dean;start;plate craftsman
BRGA818;00001653R;;;1653;3038;Jan Baptist;Sallaert;tutor;start;plate craftsman
BRGA818;00001657;;;1657;3038;Jan Baptist;Sallaert;dean;start;plate craftsman
BRGA818;00001658;;;1658;3038;Jan Baptist;Sallaert;dean;start;plate craftsman
BRGA818;22121644;22;12;1644;3038;Jan Baptist;Sallaert;master;start;plate craftsman
BRGA818;2841629;28;4;1629;3038;Jan Baptist;Sallaert;apprentice;start;plate craftsman
BRGA818;00001653J;;;1653;3231;Jan;Denens;apprentice;start;painter
BRGA818;00001653L;;;1653;3236;Jacob;Rubens;apprentice;start;painter
BRGA818;00001653L;;;1653;5896;Peter;Snayers;tutor;start;painter
BRGA818;531651F;5;3;1651;5896;Peter;Snayers;tutor;former;painter
BRGA818;1071649;10;7;1649;5896;Peter;Snayers;tutor;start;painter
BRGA818;13111660C;13;11;1660;5896;Peter;Snayers;tutor;start;painter
BRGA818;1661628;16;6;1628;5896;Peter;Snayers;master;start;painter
BRGA818;1661628;16;6;1628;5896;Peter;Snayers;apprentice;former;painter
BRGA818;1851646A;18;5;1646;5896;Peter;Snayers;tutor;start;painter
BRGA818;2461656F;24;6;1656;5896;Peter;Snayers;tutor;start;painter
BRGA818;3131637B;31;3;1637;5896;Peter;Snayers;tutor;start;painter
BRGA818;00001653M;;;1653;3238;Willem;De Gyn;apprentice;start;painter
BRGA818;00001667B;;;1667;3238;Willem;De Gyn;non-sworn in master;start;painter
BRGA818;00001653N;;;1653;3240;Antoon;Stroobant;apprentice;start;painter
BRGA818;00001653N;;;1653;2833;Alexander;Van Avont;tutor;start;painter
BRGA818;931653B;9;3;1653;2833;Alexander;Van Avont;master;start;painter
BRGA818;2031640A;20;3;1640;2833;Alexander;Van Avont;apprentice;start;painter
BRGA818;00001653O;;;1653;3242;Stefano;Gillis;apprentice;start;painter
BRGA818;00001653P;;;1653;3243;;Leyniers;apprentice;start;glazier
BRGA818;00001657;;;1657;3107;Jan;Van Opstal;dean;start;painter
BRGA818;00001658;;;1658;3107;Jan;Van Opstal;dean;start;painter
BRGA818;1481653;14;8;1653;3107;Jan;Van Opstal;tutor;start;painter
BRGA818;2461657D;24;6;1657;3107;Jan;Van Opstal;tutor;start;painter
BRGA818;2461659C;24;6;1659;3107;Jan;Van Opstal;tutor;start;painter
BRGA818;2651650A;26;5;1650;3107;Jan;Van Opstal;master's son;start;painter
BRGA818;00001657;;;1657;5773;Matthys;Van den Bosch;dean;start;glazier
BRGA818;00001658;;;1658;5773;Matthys;Van den Bosch;dean;start;glazier
BRGA818;00001679B;;;1679;5773;Matthys;Van den Bosch;tutor;start;glazier
BRGA818;00001679B;;;1679;5773;Matthys;Van den Bosch;dean;;glazier
BRGA818;10111668;10;11;1668;5773;Matthys;Van den Bosch;tutor;start;glazier
BRGA818;2911651A;29;1;1651;5773;Matthys;Van den Bosch;master's son;start;glazier
BRGA818;00001659;;;1659;5333;Carel;De Swert;dean;start;glazier
BRGA818;00001673A;;;1673;5333;Carel;De Swert;dean;start;glazier
BRGA818;00001675B;;;1675;5333;Carel;De Swert;dean;start;glazier
BRGA818;00001687B;;;1687;5333;Carel;De Swert;dean;;glazier
BRGA818;00001687B;;;1687;5333;Carel;De Swert;tutor;start;glazier
BRGA818;00001698D;;;1698;5333;Carel;De Swert;tutor;start;glazier
BRGA818;00001698D;;;1698;5333;Carel;De Swert;dean;;glazier
BRGA818;851681;8;5;1681;5333;Carel;De Swert;tutor;start;glazier
BRGA818;1071671;10;7;1671;5333;Carel;De Swert;tutor;start;glazier
BRGA818;1591667;15;9;1667;5333;Carel;De Swert;tutor;start;glazier
BRGA818;2741661;27;4;1661;5333;Carel;De Swert;tutor;start;glazier
BRGA818;3081675;30;8;1675;5333;Carel;De Swert;tutor;start;glazier
BRGA818;00001660;;;1660;3036;Jan;Arys;dean;start;painter
BRGA818;10111666A;10;11;1666;3036;Jan;Arys;tutor;start;painter
BRGA818;1261631;12;6;1631;3036;Jan;Arys;apprentice;start;painter
BRGA818;17111644;17;11;1644;3036;Jan;Arys;master;start;painter
BRGA818;00001661A;;;1661;3138;Jan;Cortois;dean;start;goldsmith
BRGA818;00001662;;;1662;3138;Jan;Cortois;dean;start;goldsmith
BRGA818;00001667A;;;1667;3138;Jan;Cortois;dean;start;goldsmith
BRGA818;00001668;;;1668;3138;Jan;Cortois;dean;start;goldsmith
BRGA818;13111660A;13;11;1660;3138;Jan;Cortois;tutor;start;goldsmith
BRGA818;1521663;15;2;1663;3138;Jan;Cortois;tutor;start;goldsmith
BRGA818;2911651D;29;1;1651;3138;Jan;Cortois;master;start;goldsmith
BRGA818;00001661A;;;1661;3179;Hendrick;Van Bronckhorst;dean;start;glazier
BRGA818;00001662;;;1662;3179;Hendrick;Van Bronckhorst;dean;start;glazier
BRGA818;00001667A;;;1667;3179;Hendrick;Van Bronckhorst;dean;start;glazier
BRGA818;00001668;;;1668;3179;Hendrick;Van Bronckhorst;dean;start;glazier
BRGA818;00001671A;;;1671;3179;Hendrick;Van Bronckhorst;dean;start;glazier
BRGA818;00001679D;;;1679;3179;Hendrick;Van Bronckhorst;tutor;start;glazier
BRGA818;00001680F;;;1680;3179;Hendrick;Van Bronckhorst;tutor;start;glazier
BRGA818;00001680F;;;1680;3179;Hendrick;Van Bronckhorst;dean;;glazier
BRGA818;1111674;1;11;1674;3179;Hendrick;Van Bronckhorst;tutor;start;glazier
BRGA818;10111665;10;11;1665;3179;Hendrick;Van Bronckhorst;tutor;start;glazier
BRGA818;1951683;19;5;1683;3179;Hendrick;Van Bronckhorst;tutor;start;glazier
BRGA818;2461660B;24;6;1660;3179;Hendrick;Van Bronckhorst;tutor;start;glazier
BRGA818;2961653B;29;6;1653;3179;Hendrick;Van Bronckhorst;master's son;start;glazier
BRGA818;00001661D;;;1661;5490;Willem;Piscador;tutor;start;goldsmith
BRGA818;00001669;;;1669;5490;Willem;Piscador;dean;start;goldsmith
BRGA818;00001670D;;;1670;5490;Willem;Piscador;tutor;start;goldsmith
BRGA818;00001681D;;;1681;5490;Willem;Piscador;dean;start;goldsmith
BRGA818;nan11681;;1;1681;5490;Willem;Piscador;tutor;start;goldsmith
BRGA818;1321661B;13;2;1661;5490;Willem;Piscador;master's son;start;goldsmith
BRGA818;2231662;22;3;1662;5490;Willem;Piscador;tutor;start;goldsmith
BRGA818;00001663A;;;1663;3245;Gillis;Van Tilborgh;dean;start;painter
BRGA818;00001664B;;;1664;3245;Gillis;Van Tilborgh;tutor;start;painter
BRGA818;561662;5;6;1662;3245;Gillis;Van Tilborgh;tutor;start;painter
